# batch_id=B-PARTNER_BETA-LMS-20240115,partner_code=PARTNER_BETA,business_date=2024-01-15,declared_count=94,declared_amount_paise=49993179
loan_reference,amount_paise,status,timestamp,utr_reference,event_type,correlation_id,business_event_id
LOAN-000021,892740,SUCCESS,2024-01-15T13:15Z,UTR-LOAN-000021-529,LMS_BOOKING,CORR-LOAN-000021,EVT-LOAN-000021
LOAN-000030,356266,SUCCESS,2024-01-15T12:00Z,UTR-LOAN-000030-290,LMS_BOOKING,CORR-LOAN-000030,EVT-LOAN-000030
LOAN-000060,502806,SUCCESS,2024-01-15T14:45Z,UTR-LOAN-000060-526,LMS_BOOKING,CORR-LOAN-000060,EVT-LOAN-000060
LOAN-000063,814016,SUCCESS,2024-01-15T17:24Z,UTR-LOAN-000063-823,LMS_BOOKING,CORR-LOAN-000063,EVT-LOAN-000063
LOAN-000103,210206,SUCCESS,2024-01-15T10:58Z,UTR-LOAN-000103-953,LMS_BOOKING,CORR-LOAN-000103,EVT-LOAN-000103
LOAN-000120,872469,SUCCESS,2024-01-15T12:20Z,UTR-LOAN-000120-495,LMS_BOOKING,CORR-LOAN-000120,EVT-LOAN-000120
LOAN-000123,343815,SUCCESS,2024-01-15T16:02Z,UTR-LOAN-000123-564,LMS_BOOKING,CORR-LOAN-000123,EVT-LOAN-000123
LOAN-000124,776076,SUCCESS,2024-01-15T12:28Z,UTR-LOAN-000124-227,LMS_BOOKING,CORR-LOAN-000124,EVT-LOAN-000124
LOAN-000130,657556,SUCCESS,2024-01-15T13:00Z,UTR-LOAN-000130-397,LMS_BOOKING,CORR-LOAN-000130,EVT-LOAN-000130
LOAN-000163,101488,SUCCESS,2024-01-15T15:48Z,UTR-LOAN-000163-10,LMS_BOOKING,CORR-LOAN-000163,EVT-LOAN-000163
LOAN-000165,266994,SUCCESS,2024-01-15T12:17Z,UTR-LOAN-000165-124,LMS_BOOKING,CORR-LOAN-000165,EVT-LOAN-000165
LOAN-000176,586086,SUCCESS,2024-01-15T12:28Z,UTR-LOAN-000176-643,LMS_BOOKING,CORR-LOAN-000176,EVT-LOAN-000176
LOAN-000193,722586,SUCCESS,2024-01-15T18:26Z,UTR-LOAN-000193-781,LMS_BOOKING,CORR-LOAN-000193,EVT-LOAN-000193
LOAN-000200,895051,SUCCESS,2024-01-15T10:26Z,UTR-LOAN-000200-65,LMS_BOOKING,CORR-LOAN-000200,EVT-LOAN-000200
LOAN-000207,122862,SUCCESS,2024-01-15T16:41Z,UTR-LOAN-000207-894,LMS_BOOKING,CORR-LOAN-000207,EVT-LOAN-000207
LOAN-000209,639343,SUCCESS,2024-01-15T14:30Z,UTR-LOAN-000209-612,LMS_BOOKING,CORR-LOAN-000209,EVT-LOAN-000209
LOAN-000220,630524,SUCCESS,2024-01-15T14:25Z,UTR-LOAN-000220-597,LMS_BOOKING,CORR-LOAN-000220,EVT-LOAN-000220
LOAN-000228,561173,SUCCESS,2024-01-15T16:14Z,UTR-LOAN-000228-29,LMS_BOOKING,CORR-LOAN-000228,EVT-LOAN-000228
